caption_idx,caption,ground_truth_image,actual_rank_of_gt,gt_score,top1_score,score_gap,predicted_top3_images,predicted_top3_scores
4118,the woman in the red shirt is holding up a peace sign with her fingers with a red banner behind her,3688839836_ba5e4c24fc.jpg,3,0.6494,0.6883,0.0389,"['3451344589_6787bd06ef.jpg', '3225037367_a71fa86319.jpg', '3688839836_ba5e4c24fc.jpg']","[0.6883, 0.6687, 0.6494]"
4120,woman in green dress being observed,3688858505_e8afd1475d.jpg,-1,0.495,0.6939,0.1988,"['3638783842_af08dbb518.jpg', '2909875716_25c8652614.jpg', '635444010_bd81c89ab7.jpg']","[0.6939, 0.6823, 0.679]"
4121,blonde girl wearing green dress standing,3688858505_e8afd1475d.jpg,-1,0.5219,0.7429,0.221,"['2592019072_a6c0090da4.jpg', '3286222970_1fa445e38f.jpg', '635444010_bd81c89ab7.jpg']","[0.7429, 0.719, 0.6889]"
4122,a girl is wear a green dress,3688858505_e8afd1475d.jpg,-1,0.487,0.7501,0.2631,"['2592019072_a6c0090da4.jpg', '2909875716_25c8652614.jpg', '3433982387_3fa993cf5a.jpg']","[0.7501, 0.7399, 0.7032]"
4123,a blond girl in a green dress and elaborate gold necklace stands in front of a few women and a man,3688858505_e8afd1475d.jpg,10,0.548,0.7978,0.2498,"['3433982387_3fa993cf5a.jpg', '3139160252_75109e9e05.jpg', '1859726819_9a793b3b44.jpg']","[0.7978, 0.7552, 0.7161]"
4124,a few people with a girl standing up in the center wearing a green dress,3688858505_e8afd1475d.jpg,-1,0.5282,0.7555,0.2273,"['617038406_4092ee91dd.jpg', '3139160252_75109e9e05.jpg', '954987350_a0c608b467.jpg']","[0.7555, 0.748, 0.6579]"
4125,a man doing a rollskating trick on a ramp,3690159129_93ba49ea18.jpg,-1,0.4348,0.7943,0.3595,"['3323988406_e3c8fce690.jpg', '2876494009_9f96d7eaf2.jpg', '232193739_ed5f348c7a.jpg']","[0.7943, 0.7679, 0.7286]"
4126,a man grinding the lip of a pool on his rollerblades,3690159129_93ba49ea18.jpg,-1,0.5347,0.745,0.2103,"['232193739_ed5f348c7a.jpg', '2332540384_4cf26406a9.jpg', '2876494009_9f96d7eaf2.jpg']","[0.745, 0.7449, 0.6865]"
4127,a man wearing green glasses crouches near the camera,3690159129_93ba49ea18.jpg,-1,0.0264,0.8028,0.7764,"['3412249548_00820fc4ca.jpg', '1418019748_51c7d59c11.jpg', '2551344688_17a12a6948.jpg']","[0.8028, 0.74, 0.6786]"
4128,a man with green glasses does a trick on his skateboard,3690159129_93ba49ea18.jpg,-1,0.2773,0.6408,0.3635,"['2902844125_4186bf3ab6.jpg', '2868575889_2c030aa8ae.jpg', '2272750492_91e8f67328.jpg']","[0.6408, 0.5916, 0.5782]"
4129,a rollerblader pauses at the top of a skate ramp,3690159129_93ba49ea18.jpg,8,0.5926,0.8068,0.2142,"['3323988406_e3c8fce690.jpg', '2332540384_4cf26406a9.jpg', '232193739_ed5f348c7a.jpg']","[0.8068, 0.7914, 0.7662]"
4131,person jumping into the water,3690425778_3b390b3ea5.jpg,2,0.7369,0.8917,0.1548,"['2797438951_88a3ed7541.jpg', '3690425778_3b390b3ea5.jpg', '2753531542_ace2c870b7.jpg']","[0.8917, 0.7369, 0.6678]"
4135,airplane emitting heavy red colored smoke,3692593096_fbaea67476.jpg,-1,0.5372,0.6952,0.1581,"['2652155912_8ba5426790.jpg', '3682428916_69ce66d375.jpg', '358875403_f357f03713.jpg']","[0.6952, 0.6888, 0.6875]"
4136,an airplane is flying over the mountain trying to extinguish a fire,3692593096_fbaea67476.jpg,2,0.7473,0.8556,0.1083,"['2652155912_8ba5426790.jpg', '3692593096_fbaea67476.jpg', '2410153942_ba4a136358.jpg']","[0.8556, 0.7473, 0.6659]"
4137,a small plane is dropping a red chemical over the mountaintops,3692593096_fbaea67476.jpg,-1,0.4482,0.708,0.2598,"['3467510271_0f57e52768.jpg', '3057497487_57ecc60ff1.jpg', '2088460083_42ee8a595a.jpg']","[0.708, 0.6962, 0.6813]"
4138,red spray is being ejected by an orange and white plane flying over the hilltops,3692593096_fbaea67476.jpg,-1,0.0093,0.7326,0.7233,"['3649307685_60c1294d2a.jpg', '2978409165_acc4f29a40.jpg', '1159574340_99ba8c3c59.jpg']","[0.7326, 0.6912, 0.6865]"
4139,small red airplane flies over mountaintop dropping red substance over fire,3692593096_fbaea67476.jpg,5,0.707,0.7865,0.0795,"['3467510271_0f57e52768.jpg', '2652155912_8ba5426790.jpg', '3057497487_57ecc60ff1.jpg']","[0.7865, 0.7607, 0.7538]"
4140,two people are dragging a yellow raft into a river,3692746368_ab7d97ab31.jpg,4,0.7105,0.8203,0.1099,"['2906802485_dfebf09173.jpg', '482088914_e6ea4501e9.jpg', '3207264553_8cd4dcde53.jpg']","[0.8203, 0.7829, 0.7606]"
4141,two people are in a pond pulling a life raft,3692746368_ab7d97ab31.jpg,3,0.743,0.8153,0.0723,"['2906802485_dfebf09173.jpg', '482088914_e6ea4501e9.jpg', '3692746368_ab7d97ab31.jpg']","[0.8153, 0.745, 0.743]"
4142,two people are pushing a yellow dinghy through a stream as a man is running towards them,3692746368_ab7d97ab31.jpg,6,0.6162,0.8217,0.2055,"['1248357227_2b4175fc39.jpg', '2906802485_dfebf09173.jpg', '2346772831_b2748ba1f0.jpg']","[0.8217, 0.7205, 0.6588]"
4143,two people in brown hats pull a yellow tube in a small pond surrounded by greenery,3692746368_ab7d97ab31.jpg,7,0.5654,0.8173,0.2519,"['2906802485_dfebf09173.jpg', '561179884_8b6b925ef9.jpg', '482088914_e6ea4501e9.jpg']","[0.8173, 0.738, 0.6132]"
4144,two people trudge through the water with their raft,3692746368_ab7d97ab31.jpg,3,0.6823,0.7687,0.0864,"['482088914_e6ea4501e9.jpg', '2906802485_dfebf09173.jpg', '3692746368_ab7d97ab31.jpg']","[0.7687, 0.6892, 0.6823]"
4145,a blonde woman with a red backpack in the snow,369360998_ba56fb436f.jpg,-1,0.4516,0.7262,0.2747,"['2109911919_af45b93ef3.jpg', '2131762850_5293a288d9.jpg', '3264650118_be7df266e7.jpg']","[0.7262, 0.6461, 0.6304]"
4146,a lady with a headband is in the snow near a red backpack,369360998_ba56fb436f.jpg,-1,0.4365,0.7178,0.2813,"['3338217927_3c5cf3f7c6.jpg', '2194494220_bb2178832c.jpg', '2676184321_858eff416b.jpg']","[0.7178, 0.6953, 0.661]"
4147,a woman outside in the snow holds a container that produces steam,369360998_ba56fb436f.jpg,-1,0.4933,0.7522,0.2589,"['454709143_9c513f095c.jpg', '2194494220_bb2178832c.jpg', '2328616978_fb21be2b87.jpg']","[0.7522, 0.6726, 0.6581]"
4148,a woman with camping gear is heating something up in the snow,369360998_ba56fb436f.jpg,-1,0.4824,0.6514,0.169,"['3470303255_fbb41b8dd0.jpg', '2527163162_d0fb802992.jpg', '2131762850_5293a288d9.jpg']","[0.6514, 0.6409, 0.6333]"
4149,woman making drinks outdoors in a snowy landscape,369360998_ba56fb436f.jpg,-1,0.3796,0.7424,0.3627,"['454709143_9c513f095c.jpg', '3338291921_fe7ae0c8f8.jpg', '3338217927_3c5cf3f7c6.jpg']","[0.7424, 0.6075, 0.6019]"
4150,the seven men are gathered,3694093650_547259731e.jpg,9,0.6799,0.8069,0.127,"['3535056297_e16f014cb7.jpg', '2540751930_d71c7f5622.jpg', '2211593099_4a4f1c85d2.jpg']","[0.8069, 0.7898, 0.7581]"
4151,the people in white and maroon clothes are in a wooden building,3694093650_547259731e.jpg,-1,0.3332,0.6111,0.2778,"['3259110412_9908c45144.jpg', '3084034954_fe5737197d.jpg', '3288274849_07ff76ee93.jpg']","[0.6111, 0.5822, 0.5586]"
4152,the people are in older looking attire,3694093650_547259731e.jpg,-1,0.2359,0.6592,0.4233,"['3433470650_a8b1c27173.jpg', '3627676364_1dc9294ec5.jpg', '3098707588_5096d20397.jpg']","[0.6592, 0.6503, 0.6442]"
4153,a group of men in period clothing are standing in front of a hut,3694093650_547259731e.jpg,-1,0.5062,0.8388,0.3326,"['3640109324_3ce89e4d1a.jpg', '2219959872_988e6d498e.jpg', '470887791_86d5a08a38.jpg']","[0.8388, 0.7634, 0.7551]"
4154,a group of people dressed as pirates,3694093650_547259731e.jpg,-1,0.4723,0.706,0.2337,"['2622971954_59f192922d.jpg', '3718007650_e5930b4509.jpg', '3242718240_3358f2d6e6.jpg']","[0.706, 0.6652, 0.657]"
4155,a group of adults and children play with a parachute outdoors,3694219419_a7a83d4886.jpg,2,0.7625,0.7688,0.0063,"['1685990174_09c4fb7df8.jpg', '3694219419_a7a83d4886.jpg', '2470486377_c3a39ccb7b.jpg']","[0.7688, 0.7625, 0.7039]"
4156,a group of children are waving a large cloth up and down,3694219419_a7a83d4886.jpg,2,0.7636,0.7659,0.0023,"['2257294002_0073263c54.jpg', '3694219419_a7a83d4886.jpg', '3404552106_f516df0f5b.jpg']","[0.7659, 0.7636, 0.7425]"
4157,a group of people holding up a bed sheet like a parachute while two people run underneath to fetch a soccer ball,3694219419_a7a83d4886.jpg,-1,0.4375,0.6811,0.2436,"['3596959859_a7cb1e194b.jpg', '210126070_0d43b300b9.jpg', '3438858409_136345fa07.jpg']","[0.6811, 0.6745, 0.6402]"
4158,many people raise a large sheet of fabric above their heads,3694219419_a7a83d4886.jpg,4,0.6204,0.6645,0.0441,"['3179336562_c3d0c0a3bd.jpg', '3631474374_e40764d153.jpg', '3225037367_a71fa86319.jpg']","[0.6645, 0.6433, 0.6334]"
4159,the group of people is holding a large sheet,3694219419_a7a83d4886.jpg,-1,0.5534,0.7486,0.1951,"['3442844140_15aa45e9b8.jpg', '3042380610_c5ea61eef8.jpg', '3631474374_e40764d153.jpg']","[0.7486, 0.7287, 0.7229]"
4160,two similar brown dogs share holding a white toy while swimming,3695949492_27ca3892fd.jpg,-1,0.4304,0.8236,0.3932,"['1129704496_4a61441f2c.jpg', '2696394827_7342ced36f.jpg', '2632381125_de32bdfdf6.jpg']","[0.8236, 0.8139, 0.7581]"
4161,two identical brown dogs side by side holding something white in both their mouths,3695949492_27ca3892fd.jpg,-1,0.0782,0.6795,0.6013,"['1129704496_4a61441f2c.jpg', '3503623999_bbd5dcfb18.jpg', '1396703063_e8c3687afe.jpg']","[0.6795, 0.6344, 0.5935]"
4162,two grey dogs are carrying a stick in the water,3695949492_27ca3892fd.jpg,-1,0.5054,0.7896,0.2842,"['2632381125_de32bdfdf6.jpg', '2696394827_7342ced36f.jpg', '2089350172_dc2cf9fcf6.jpg']","[0.7896, 0.7748, 0.7649]"
4163,two dogs holding opposite ends of a toy with their mouths swimming,3695949492_27ca3892fd.jpg,-1,0.4559,0.8458,0.3899,"['2696394827_7342ced36f.jpg', '1129704496_4a61441f2c.jpg', '2632381125_de32bdfdf6.jpg']","[0.8458, 0.8269, 0.741]"
4164,two grey dogs swimming in a lake to retrieve a white toy,3695949492_27ca3892fd.jpg,-1,0.4693,0.8468,0.3775,"['2089350172_dc2cf9fcf6.jpg', '2696394827_7342ced36f.jpg', '3587009091_37188fd07e.jpg']","[0.8468, 0.8043, 0.7645]"
4165,dog leaps high for yellow ball as another dog waits below on grass,3696246123_99d4d10140.jpg,6,0.5369,0.653,0.1161,"['539750844_02a07ec524.jpg', '3544673666_ffc7483c96.jpg', '3526018344_450c517a72.jpg']","[0.653, 0.5952, 0.5503]"
4166,these two dogs are outside with one on the ground and one jumping in the air to get a ball,3696246123_99d4d10140.jpg,9,0.5542,0.7336,0.1793,"['684375286_09cc1aa778.jpg', '3415809168_af9dabdba5.jpg', '3526018344_450c517a72.jpg']","[0.7336, 0.719, 0.6214]"
4167,two dog play with ball while one makes a big jump,3696246123_99d4d10140.jpg,4,0.6084,0.7118,0.1034,"['539750844_02a07ec524.jpg', '684375286_09cc1aa778.jpg', '2276314067_7ee246f859.jpg']","[0.7118, 0.6501, 0.6462]"
4168,two dogs play with a ball in a field,3696246123_99d4d10140.jpg,-1,0.4379,0.7204,0.2825,"['684375286_09cc1aa778.jpg', '3415809168_af9dabdba5.jpg', '496971341_22782195f0.jpg']","[0.7204, 0.6813, 0.6458]"
4169,two dogs play with tennis ball in field,3696246123_99d4d10140.jpg,-1,0.3885,0.6638,0.2753,"['684375286_09cc1aa778.jpg', '3526018344_450c517a72.jpg', '2244024374_54d7e88c2b.jpg']","[0.6638, 0.6387, 0.6243]"
4170,young women in dresses standing on a stage,3697378565_7060d9281a.jpg,-1,0.3343,0.7499,0.4156,"['3688858505_e8afd1475d.jpg', '3638783842_af08dbb518.jpg', '3119903318_d032141839.jpg']","[0.7499, 0.6377, 0.6086]"
4171,women line up on state in festive dresses in front of an audience,3697378565_7060d9281a.jpg,-1,0.4869,0.6523,0.1653,"['3280052365_c4644bf0a5.jpg', '3565598162_56044bc2f7.jpg', '3084034954_fe5737197d.jpg']","[0.6523, 0.6269, 0.6186]"
4172,several young women in tropical clothing stand on a stage,3697378565_7060d9281a.jpg,-1,0.4682,0.7318,0.2636,"['3565598162_56044bc2f7.jpg', '3688858505_e8afd1475d.jpg', '3111897772_5211a37a02.jpg']","[0.7318, 0.6997, 0.6362]"
4173,a line of women dressed in colorful gowns standing on a round stage,3697378565_7060d9281a.jpg,-1,0.4051,0.7913,0.3862,"['3404552106_f516df0f5b.jpg', '3084034954_fe5737197d.jpg', '2928835996_88b9f9503d.jpg']","[0.7913, 0.7725, 0.7391]"
4174,several women wearing bright dresses are in a competition,3697378565_7060d9281a.jpg,-1,0.3811,0.8095,0.4284,"['3084034954_fe5737197d.jpg', '3404552106_f516df0f5b.jpg', '440184957_267f3f3a2b.jpg']","[0.8095, 0.7169, 0.7094]"
4177,a blond toddler in green trousers peeks through a fence,3698944019_825ef54f2f.jpg,5,0.5984,0.7314,0.133,"['3345025842_bc2082a509.jpg', '444057017_f1e0fcaef7.jpg', '640409060_6af18fdd54.jpg']","[0.7314, 0.6687, 0.6466]"
4180,a young man in an orange shirt brandishes two ladles,3701226275_952547ba0f.jpg,-1,0.3711,0.7775,0.4064,"['2891240104_6755281868.jpg', '2815256108_fc1302117d.jpg', '3649307685_60c1294d2a.jpg']","[0.7775, 0.7609, 0.7464]"
4181,a young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression,3701226275_952547ba0f.jpg,6,0.637,0.7937,0.1568,"['2735792721_b8fe85e803.jpg', '576920249_df1bdc2068.jpg', '2991575785_bd4868e215.jpg']","[0.7937, 0.7312, 0.6837]"
4182,a boy is posing with a metal ladle in each hand,3701226275_952547ba0f.jpg,-1,0.4688,0.7719,0.3032,"['1860543210_47e94cf652.jpg', '3494394662_3edfd4a34c.jpg', '3612249030_e2829ffa31.jpg']","[0.7719, 0.7585, 0.7212]"
4183,a boy with a yellow shirt and light brown shorts is posing with a long dipping spoon in each hand,3701226275_952547ba0f.jpg,-1,0.4929,0.718,0.2251,"['3405942945_f4af2934a6.jpg', '543264612_c53cc163b4.jpg', '2021671653_567395c7cf.jpg']","[0.718, 0.6821, 0.6694]"
4184,a man in orange holds soup ladles and makes a funny face,3701226275_952547ba0f.jpg,-1,0.4057,0.737,0.3313,"['1235580648_7eebaed9bc.jpg', '2551344688_17a12a6948.jpg', '1860543210_47e94cf652.jpg']","[0.737, 0.7348, 0.6652]"
4185,a boat floats in the water,3701509233_a2275a4e57.jpg,6,0.7128,0.8608,0.148,"['2125216241_5b265a2fbc.jpg', '3467510271_0f57e52768.jpg', '3037558954_20115165e3.jpg']","[0.8608, 0.8281, 0.8064]"
4186,a boat with a red and white sail in a body of water in the back of this scene,3701509233_a2275a4e57.jpg,4,0.7206,0.8545,0.1339,"['2125216241_5b265a2fbc.jpg', '3037558954_20115165e3.jpg', '3467510271_0f57e52768.jpg']","[0.8545, 0.8487, 0.8212]"
4187,a ship with a red and white sail is in a body of water,3701509233_a2275a4e57.jpg,8,0.5551,0.8322,0.2771,"['3037558954_20115165e3.jpg', '3467510271_0f57e52768.jpg', '2984174290_a915748d77.jpg']","[0.8322, 0.702, 0.6834]"
4188,boat sails in rough water,3701509233_a2275a4e57.jpg,-1,0.1987,0.8584,0.6598,"['3207264553_8cd4dcde53.jpg', '3421131122_2e4bde661e.jpg', '482088914_e6ea4501e9.jpg']","[0.8584, 0.8193, 0.8087]"
4189,distant boat with striped sail sailing between two land masses,3701509233_a2275a4e57.jpg,3,0.7724,0.8691,0.0967,"['2125216241_5b265a2fbc.jpg', '3467510271_0f57e52768.jpg', '3701509233_a2275a4e57.jpg']","[0.8691, 0.7801, 0.7724]"
4190,two children peek out the window of an rv with a pet snake,3703413486_3c682732a0.jpg,9,0.543,0.6492,0.1062,"['3480052428_c034b98a08.jpg', '2542037086_58c833699c.jpg', '2911919938_6bb6587a36.jpg']","[0.6492, 0.6205, 0.608]"
4191,two young boys lean out the window of a white rv with their stuffed toy snake,3703413486_3c682732a0.jpg,-1,0.3538,0.6681,0.3142,"['2337809114_899ba61330.jpg', '3079787482_0757e9d167.jpg', '3587009091_37188fd07e.jpg']","[0.6681, 0.6086, 0.5946]"
4192,two boys peer out the window of a rv while one holds a stuffed toy,3703413486_3c682732a0.jpg,-1,0.5225,0.7025,0.18,"['1177994172_10d143cb8d.jpg', '860928274_744d14f198.jpg', '542317719_ed4dd95dc2.jpg']","[0.7025, 0.6558, 0.5928]"
4193,a boy sticks an aligator puppet out of a camper van window,3703413486_3c682732a0.jpg,2,0.688,0.7932,0.1052,"['2750867389_4b815f793a.jpg', '3703413486_3c682732a0.jpg', '2046222127_a6f300e202.jpg']","[0.7932, 0.688, 0.6322]"
4195,a shirtless boy throwing something with the sunlight low on the water,3705688385_47651205d3.jpg,-1,0.4749,0.7787,0.3038,"['2681215810_00b0642f7b.jpg', '2107838729_a527e434bd.jpg', '3767841911_6678052eb6.jpg']","[0.7787, 0.7683, 0.7175]"
4196,a young boy in a swimsuit throws a rock into the water,3705688385_47651205d3.jpg,-1,0.342,0.7962,0.4542,"['2162564553_96de62c7e6.jpg', '2107838729_a527e434bd.jpg', '2271468944_3264d29208.jpg']","[0.7962, 0.7623, 0.6966]"
4197,a young man throws something in the water,3705688385_47651205d3.jpg,5,0.6738,0.7465,0.0726,"['3208074567_ac44aeb3f3.jpg', '2735792721_b8fe85e803.jpg', '2704934519_457dc38986.jpg']","[0.7465, 0.7339, 0.7264]"
4198,boy throwing something into the ocean,3705688385_47651205d3.jpg,-1,0.5417,0.726,0.1843,"['3666537170_c4ecda4be8.jpg', '3178489390_13a6ae7524.jpg', '2107838729_a527e434bd.jpg']","[0.726, 0.6788, 0.6446]"
4200,three people walking in a park right outside of the city,3707283973_5cdaa39340.jpg,-1,0.5134,0.8894,0.376,"['445861800_75fc6a8c16.jpg', '2222559267_6fd31e3941.jpg', '268365231_a0acecdc45.jpg']","[0.8894, 0.7193, 0.7146]"
4201,three people on a walk down a cement path beside a field of wildflowers with skyscrapers in the background,3707283973_5cdaa39340.jpg,-1,0.5756,0.7187,0.1431,"['268654674_d29e00b3d0.jpg', '2344412916_9a5a9b1c82.jpg', '2289096282_4ef120f189.jpg']","[0.7187, 0.689, 0.6859]"
4202,three people are walking in a park with flowers,3707283973_5cdaa39340.jpg,-1,0.337,0.6862,0.3492,"['3501083764_cf592292a6.jpg', '534056823_0752303702.jpg', '3125158798_0743dae56e.jpg']","[0.6862, 0.6563, 0.6525]"
4205,a girl in pink and yellow on a pink and orange surfboard cuts through the wave,3707990914_843e8f15f1.jpg,-1,0.5847,0.8173,0.2326,"['2238166082_140f8b01b8.jpg', '654130822_4aeb1f1273.jpg', '514222285_aa0c8d05b7.jpg']","[0.8173, 0.6825, 0.6555]"
4206,a surfer rides the wave,3707990914_843e8f15f1.jpg,6,0.6854,0.9185,0.233,"['3018304737_0a46fc5f1d.jpg', '3168123064_d1983b8f92.jpg', '2984174290_a915748d77.jpg']","[0.9185, 0.8167, 0.7575]"
4208,a woman on a surfboard rides a wave,3707990914_843e8f15f1.jpg,2,0.749,0.834,0.0849,"['3627679667_0e3de9fc90.jpg', '3707990914_843e8f15f1.jpg', '3640329164_20cb245fd5.jpg']","[0.834, 0.749, 0.6932]"
4209,the girl catches a wave on her pink surfboard,3707990914_843e8f15f1.jpg,10,0.5734,0.6739,0.1005,"['2726262796_03bd63a155.jpg', '2701487024_e866eb4550.jpg', '2238166082_140f8b01b8.jpg']","[0.6739, 0.6588, 0.6455]"
4210,a person snowboarding leaps over an obstacle to continue down the hill,3708743823_3e3e0554d1.jpg,-1,0.5516,0.779,0.2275,"['3241965735_8742782a70.jpg', '3357416302_fcfcdd7b86.jpg', '3329169877_175cb16845.jpg']","[0.779, 0.7566, 0.7126]"
4211,a man skiing down a hill and over a red obstacle,3708743823_3e3e0554d1.jpg,-1,0.4074,0.7983,0.3909,"['2339140905_9f625f140a.jpg', '2272750492_91e8f67328.jpg', '3264650118_be7df266e7.jpg']","[0.7983, 0.692, 0.674]"
4212,a snowboarder jumps over a ramp on a mountain course,3708743823_3e3e0554d1.jpg,-1,0.6126,0.8351,0.2226,"['3329793486_afc16663cc.jpg', '3254645823_a7c072481c.jpg', '3259110412_9908c45144.jpg']","[0.8351, 0.7725, 0.748]"
4213,a guy in a red jacket is snowboarding in midair,3708743823_3e3e0554d1.jpg,-1,0.5581,0.785,0.2269,"['3248352729_ab264b2222.jpg', '3254645823_a7c072481c.jpg', '3108732084_565b423162.jpg']","[0.785, 0.7603, 0.7489]"
4214,a man is snowboarding down a railing in the snow,3708743823_3e3e0554d1.jpg,2,0.7669,0.7778,0.0108,"['3170551725_1276644eab.jpg', '3708743823_3e3e0554d1.jpg', '3014080715_f4f0dbb56e.jpg']","[0.7778, 0.7669, 0.7509]"
4215,a family of two young boys and a woman and man pose in front of a scenic background,3711664623_ef87105ea7.jpg,-1,0.3789,0.8828,0.504,"['3694093650_547259731e.jpg', '2211593099_4a4f1c85d2.jpg', '3712923460_1b20ebb131.jpg']","[0.8828, 0.8646, 0.7802]"
4216,a woman man and two children,3711664623_ef87105ea7.jpg,-1,0.4906,0.7763,0.2857,"['979383193_0a542a059d.jpg', '2337809114_899ba61330.jpg', '2211593099_4a4f1c85d2.jpg']","[0.7763, 0.7185, 0.6724]"
4218,two adults and two boys posing with mountains and a lake in the background,3711664623_ef87105ea7.jpg,2,0.7132,0.7177,0.0046,"['2211593099_4a4f1c85d2.jpg', '3711664623_ef87105ea7.jpg', '571507143_be346225b7.jpg']","[0.7177, 0.7132, 0.6055]"
4221,a dog swimming in a pond,3712742641_641282803e.jpg,2,0.8033,0.8098,0.0065,"['2339946012_06bd480ab8.jpg', '3712742641_641282803e.jpg', '2613209320_edf6a2b7e9.jpg']","[0.8098, 0.8033, 0.7874]"
4222,a dog treads through dark green water,3712742641_641282803e.jpg,7,0.7584,0.8817,0.1233,"['443430496_3fea95a07d.jpg', '3695949492_27ca3892fd.jpg', '431410325_f4916b5460.jpg']","[0.8817, 0.8629, 0.86]"
4225,a bunch of people in camo pants run,3712923460_1b20ebb131.jpg,2,0.6863,0.7542,0.0679,"['3463268965_f22884fc69.jpg', '3712923460_1b20ebb131.jpg', '2698487246_e827404cac.jpg']","[0.7542, 0.6863, 0.6688]"
4228,a group of people in army pants running,3712923460_1b20ebb131.jpg,4,0.6318,0.779,0.1472,"['3463268965_f22884fc69.jpg', '2344412916_9a5a9b1c82.jpg', '2698487246_e827404cac.jpg']","[0.779, 0.7117, 0.671]"
4229,a group of people wearing army clothes run together down the street,3712923460_1b20ebb131.jpg,-1,0.5402,0.7477,0.2075,"['2986671935_0c60bbb3fa.jpg', '3463268965_f22884fc69.jpg', '3347701468_bb0001b035.jpg']","[0.7477, 0.7209, 0.6951]"
4230,women are putting their robes and headdresses on,3716277216_c04002be81.jpg,7,0.6195,0.7688,0.1494,"['3404552106_f516df0f5b.jpg', '2928835996_88b9f9503d.jpg', '3084034954_fe5737197d.jpg']","[0.7688, 0.7514, 0.7391]"
4231,three women wearing traditional apparel make the final touches on their clothing,3716277216_c04002be81.jpg,-1,0.4337,0.8357,0.402,"['440184957_267f3f3a2b.jpg', '3184031654_34b5c4ffe1.jpg', '3084034954_fe5737197d.jpg']","[0.8357, 0.7039, 0.6888]"
4232,three women are dressed in african clothes and two of them are putting on makeup,3716277216_c04002be81.jpg,-1,0.5619,0.7986,0.2367,"['440184957_267f3f3a2b.jpg', '3084034954_fe5737197d.jpg', '3404552106_f516df0f5b.jpg']","[0.7986, 0.7934, 0.7244]"
4233,three african women in traditional orange costume are gathered in front of a yellow curtain,3716277216_c04002be81.jpg,10,0.5566,0.7406,0.184,"['3404552106_f516df0f5b.jpg', '440184957_267f3f3a2b.jpg', '3084034954_fe5737197d.jpg']","[0.7406, 0.7331, 0.728]"
4234,three african american women are dressed in bright orange and brown dresses and head scarves,3716277216_c04002be81.jpg,6,0.6588,0.7989,0.1401,"['3084034954_fe5737197d.jpg', '440184957_267f3f3a2b.jpg', '3404552106_f516df0f5b.jpg']","[0.7989, 0.7841, 0.7013]"
4235,a girl with a black dress and big white bow stands with her back to the camera,3718007650_e5930b4509.jpg,-1,0.4492,0.6736,0.2244,"['1449692616_60507875fb.jpg', '2204550058_2707d92338.jpg', '2721656220_5f4cda8bc1.jpg']","[0.6736, 0.639, 0.6349]"
4237,people stand outside watching something,3718007650_e5930b4509.jpg,-1,0.5755,0.7997,0.2242,"['3474265683_43b1033d94.jpg', '3627676364_1dc9294ec5.jpg', '2930622766_fa8f84deb1.jpg']","[0.7997, 0.7452, 0.7399]"
4238,people with costumes are gathered in a wooded area looking the same direction,3718007650_e5930b4509.jpg,8,0.6104,0.7142,0.1037,"['2728276857_3f83757ef2.jpg', '2211593099_4a4f1c85d2.jpg', '3197891333_b1b0fd1702.jpg']","[0.7142, 0.7073, 0.6948]"
4239,the back of a woman in costume little girl looks at her,3718007650_e5930b4509.jpg,-1,0.4247,0.6602,0.2355,"['2102732029_9ae520914d.jpg', '617038406_4092ee91dd.jpg', '3437315443_ba2263f92e.jpg']","[0.6602, 0.6593, 0.6461]"
4240,the man rides his bicycle up the brick wall,3724113279_99b6e5bf41.jpg,3,0.6331,0.7155,0.0824,"['3476451861_5b9c9ce191.jpg', '3671933270_d124e9a1a4.jpg', '3724113279_99b6e5bf41.jpg']","[0.7155, 0.6526, 0.6331]"
4243,a bmx rider wall rides,3724113279_99b6e5bf41.jpg,2,0.6908,0.8122,0.1214,"['3476451861_5b9c9ce191.jpg', '3724113279_99b6e5bf41.jpg', '2084217208_7bd9bc85e5.jpg']","[0.8122, 0.6908, 0.653]"
4244,a man jumps with his bike near a brick wall,3724113279_99b6e5bf41.jpg,2,0.6956,0.7024,0.0068,"['3476451861_5b9c9ce191.jpg', '3724113279_99b6e5bf41.jpg', '486917990_72bd4069af.jpg']","[0.7024, 0.6956, 0.5765]"
4245,the white dog is being squirted in the face with a jet of water,3724718895_bd03f4a4dc.jpg,-1,0.2644,0.7114,0.447,"['2100046085_69b59b6645.jpg', '2209496328_2a34fd201d.jpg', '3595643050_d312e4b652.jpg']","[0.7114, 0.6884, 0.6337]"
4246,a dog drinks the sprinkler water,3724718895_bd03f4a4dc.jpg,-1,-0.1154,0.7609,0.8764,"['2574230252_f5a1382dd4.jpg', '431410325_f4916b5460.jpg', '2613209320_edf6a2b7e9.jpg']","[0.7609, 0.7426, 0.682]"
4247,a small brown and white dog is playing with the sprinkler in the grass,3724718895_bd03f4a4dc.jpg,-1,0.4794,0.6759,0.1965,"['3224578187_749882c17f.jpg', '2505360288_c972bd29c4.jpg', '1095476286_87d4f8664e.jpg']","[0.6759, 0.6594, 0.6514]"
4248,a small terrier plays in a sprinkler,3724718895_bd03f4a4dc.jpg,-1,0.2702,0.7255,0.4553,"['2685752892_9d5cd7f274.jpg', '1095476286_87d4f8664e.jpg', '2410618963_fb78307d18.jpg']","[0.7255, 0.6648, 0.6458]"
